GroupCode,GroupName,CountryCode,CountryName
IBT,IDA & IBRD total,CHN,China
IBT,IDA & IBRD total,COL,Colombia
IBT,IDA & IBRD total,COM,Comoros
IBT,IDA & IBRD total,ZAR,"Congo, Dem. Rep."
IBT,IDA & IBRD total,COG,"Congo, Rep."
IBT,IDA & IBRD total,CRI,Costa Rica
IBT,IDA & IBRD total,CIV,Cote d'Ivoire
IBT,IDA & IBRD total,HRV,Croatia
IBT,IDA & IBRD total,DJI,Djibouti
IBT,IDA & IBRD total,DMA,Dominica
IBT,IDA & IBRD total,DOM,Dominican Republic
IBT,IDA & IBRD total,ECU,Ecuador
IBT,IDA & IBRD total,EGY,"Egypt, Arab Rep."
IBT,IDA & IBRD total,SLV,El Salvador
IBT,IDA & IBRD total,GNQ,Equatorial Guinea
IBT,IDA & IBRD total,ERI,Eritrea
IBT,IDA & IBRD total,ETH,Ethiopia
IBT,IDA & IBRD total,FJI,Fiji
IBT,IDA & IBRD total,GAB,Gabon
IBT,IDA & IBRD total,GMB,"Gambia, The"
IBT,IDA & IBRD total,GEO,Georgia
IBT,IDA & IBRD total,GHA,Ghana
IBT,IDA & IBRD total,GRD,Grenada
IBT,IDA & IBRD total,GTM,Guatemala
IBT,IDA & IBRD total,GIN,Guinea
IBT,IDA & IBRD total,GNB,Guinea-Bissau
IBT,IDA & IBRD total,GUY,Guyana
IBT,IDA & IBRD total,HTI,Haiti
IBT,IDA & IBRD total,HND,Honduras
IBT,IDA & IBRD total,IND,India
IBT,IDA & IBRD total,IDN,Indonesia
IBT,IDA & IBRD total,IRN,"Iran, Islamic Rep."
IBT,IDA & IBRD total,IRQ,Iraq
IBT,IDA & IBRD total,JAM,Jamaica
IBT,IDA & IBRD total,JOR,Jordan
IBT,IDA & IBRD total,KAZ,Kazakhstan
IBT,IDA & IBRD total,KEN,Kenya
IBT,IDA & IBRD total,KIR,Kiribati
IBT,IDA & IBRD total,KOR,"Korea, Rep."
IBT,IDA & IBRD total,KSV,Kosovo
IBT,IDA & IBRD total,KGZ,Kyrgyz Republic
IBT,IDA & IBRD total,LAO,Lao PDR
IBT,IDA & IBRD total,LBN,Lebanon
IBT,IDA & IBRD total,LSO,Lesotho
IBT,IDA & IBRD total,LBR,Liberia
IBT,IDA & IBRD total,LBY,Libya
IBT,IDA & IBRD total,MKD,"Macedonia, FYR"
IBT,IDA & IBRD total,MDG,Madagascar
IBT,IDA & IBRD total,MWI,Malawi
IBT,IDA & IBRD total,MYS,Malaysia
IBT,IDA & IBRD total,MDV,Maldives
IBT,IDA & IBRD total,MLI,Mali
IBT,IDA & IBRD total,MHL,Marshall Islands
IBT,IDA & IBRD total,MRT,Mauritania
IBT,IDA & IBRD total,MUS,Mauritius
IBT,IDA & IBRD total,MEX,Mexico
IBT,IDA & IBRD total,FSM,"Micronesia, Fed. Sts."
IBT,IDA & IBRD total,MDA,Moldova
IBT,IDA & IBRD total,MNG,Mongolia
IBT,IDA & IBRD total,MNE,Montenegro
IBT,IDA & IBRD total,MAR,Morocco
IBT,IDA & IBRD total,MOZ,Mozambique
IBT,IDA & IBRD total,MMR,Myanmar
IBT,IDA & IBRD total,NAM,Namibia
IBT,IDA & IBRD total,NPL,Nepal
IBT,IDA & IBRD total,NIC,Nicaragua
IBT,IDA & IBRD total,NER,Niger
IBT,IDA & IBRD total,NGA,Nigeria
IBT,IDA & IBRD total,PAK,Pakistan
IBT,IDA & IBRD total,PLW,Palau
IBT,IDA & IBRD total,PAN,Panama
IBT,IDA & IBRD total,PNG,Papua New Guinea
IBT,IDA & IBRD total,PRY,Paraguay
IBT,IDA & IBRD total,PER,Peru
IBT,IDA & IBRD total,PHL,Philippines
IBT,IDA & IBRD total,POL,Poland
IBT,IDA & IBRD total,ROM,Romania
IBT,IDA & IBRD total,RUS,Russian Federation
IBT,IDA & IBRD total,RWA,Rwanda
IBT,IDA & IBRD total,WSM,Samoa
IBT,IDA & IBRD total,STP,Sao Tome and Principe
IBT,IDA & IBRD total,SEN,Senegal
IBT,IDA & IBRD total,SRB,Serbia
IBT,IDA & IBRD total,SYC,Seychelles
IBT,IDA & IBRD total,SLE,Sierra Leone
IBT,IDA & IBRD total,SLB,Solomon Islands
IBT,IDA & IBRD total,SOM,Somalia
IBT,IDA & IBRD total,ZAF,South Africa
IBT,IDA & IBRD total,SSD,South Sudan
IBT,IDA & IBRD total,LKA,Sri Lanka
IBT,IDA & IBRD total,KNA,St. Kitts and Nevis
IBT,IDA & IBRD total,LCA,St. Lucia
IBT,IDA & IBRD total,VCT,St. Vincent and the Grenadines
IBT,IDA & IBRD total,SDN,Sudan
IBT,IDA & IBRD total,SUR,Suriname
IBT,IDA & IBRD total,SWZ,Swaziland
IBT,IDA & IBRD total,SYR,Syrian Arab Republic
IBT,IDA & IBRD total,TJK,Tajikistan
IBT,IDA & IBRD total,TZA,Tanzania
IBT,IDA & IBRD total,THA,Thailand
IBT,IDA & IBRD total,TMP,Timor-Leste
IBT,IDA & IBRD total,TGO,Togo
IBT,IDA & IBRD total,TON,Tonga
IBT,IDA & IBRD total,TTO,Trinidad and Tobago
IBT,IDA & IBRD total,TUN,Tunisia
IBT,IDA & IBRD total,TUR,Turkey
IBT,IDA & IBRD total,TKM,Turkmenistan
IBT,IDA & IBRD total,TUV,Tuvalu
IBT,IDA & IBRD total,UGA,Uganda
IBT,IDA & IBRD total,UKR,Ukraine
IBT,IDA & IBRD total,URY,Uruguay
IBT,IDA & IBRD total,UZB,Uzbekistan
IBT,IDA & IBRD total,VUT,Vanuatu
IBT,IDA & IBRD total,VEN,"Venezuela, RB"
IBT,IDA & IBRD total,VNM,Vietnam
IBT,IDA & IBRD total,YEM,"Yemen, Rep."
IBT,IDA & IBRD total,ZMB,Zambia
IBT,IDA & IBRD total,ZWE,Zimbabwe
IDB,IDA blend,BOL,Bolivia
IDB,IDA blend,CPV,Cabo Verde
IDB,IDA blend,CMR,Cameroon
IDB,IDA blend,COG,"Congo, Rep."
IDB,IDA blend,DMA,Dominica
IDB,IDA blend,GRD,Grenada
IDB,IDA blend,MDA,Moldova
IDB,IDA blend,MNG,Mongolia
IDB,IDA blend,NGA,Nigeria
IDB,IDA blend,PAK,Pakistan
IDB,IDA blend,PNG,Papua New Guinea
IDB,IDA blend,LKA,Sri Lanka
IDB,IDA blend,LCA,St. Lucia
IDB,IDA blend,VCT,St. Vincent and the Grenadines
IDB,IDA blend,TMP,Timor-Leste
IDB,IDA blend,UZB,Uzbekistan
IDB,IDA blend,VNM,Vietnam
IDB,IDA blend,ZWE,Zimbabwe
IDX,IDA only,AFG,Afghanistan
IDX,IDA only,BGD,Bangladesh
IDX,IDA only,BEN,Benin
IDX,IDA only,BTN,Bhutan
IDX,IDA only,BFA,Burkina Faso
IDX,IDA only,BDI,Burundi
IDX,IDA only,KHM,Cambodia
IDX,IDA only,CAF,Central African Republic
IDX,IDA only,TCD,Chad
IDX,IDA only,COM,Comoros
IDX,IDA only,ZAR,"Congo, Dem. Rep."
IDX,IDA only,CIV,Cote d'Ivoire
IDX,IDA only,DJI,Djibouti
IDX,IDA only,ERI,Eritrea
IDX,IDA only,ETH,Ethiopia
IDX,IDA only,GMB,"Gambia, The"
IDX,IDA only,GHA,Ghana
IDX,IDA only,GIN,Guinea
IDX,IDA only,GNB,Guinea-Bissau
IDX,IDA only,GUY,Guyana
IDX,IDA only,HTI,Haiti
IDX,IDA only,HND,Honduras
IDX,IDA only,KEN,Kenya
IDX,IDA only,KIR,Kiribati
IDX,IDA only,KSV,Kosovo
IDX,IDA only,KGZ,Kyrgyz Republic
IDX,IDA only,LAO,Lao PDR
IDX,IDA only,LSO,Lesotho
IDX,IDA only,LBR,Liberia
IDX,IDA only,MDG,Madagascar
IDX,IDA only,MWI,Malawi
IDX,IDA only,MDV,Maldives
IDX,IDA only,MLI,Mali
IDX,IDA only,MHL,Marshall Islands
IDX,IDA only,MRT,Mauritania
IDX,IDA only,FSM,"Micronesia, Fed. Sts."
IDX,IDA only,MOZ,Mozambique
IDX,IDA only,MMR,Myanmar
IDX,IDA only,NPL,Nepal
IDX,IDA only,NIC,Nicaragua
IDX,IDA only,NER,Niger
IDX,IDA only,RWA,Rwanda
IDX,IDA only,WSM,Samoa
IDX,IDA only,STP,Sao Tome and Principe
IDX,IDA only,SEN,Senegal
IDX,IDA only,SLE,Sierra Leone
IDX,IDA only,SLB,Solomon Islands
IDX,IDA only,SOM,Somalia
IDX,IDA only,SSD,South Sudan
IDX,IDA only,SDN,Sudan
IDX,IDA only,TJK,Tajikistan
IDX,IDA only,TZA,Tanzania
IDX,IDA only,TGO,Togo
IDX,IDA only,TON,Tonga
IDX,IDA only,TUV,Tuvalu
IDX,IDA only,UGA,Uganda
IDX,IDA only,VUT,Vanuatu
IDX,IDA only,YEM,"Yemen, Rep."
IDX,IDA only,ZMB,Zambia
IDA,IDA total,AFG,Afghanistan
IDA,IDA total,BGD,Bangladesh
IDA,IDA total,BEN,Benin
IDA,IDA total,BTN,Bhutan
IDA,IDA total,BOL,Bolivia
IDA,IDA total,BFA,Burkina Faso
IDA,IDA total,BDI,Burundi
IDA,IDA total,CPV,Cabo Verde
IDA,IDA total,KHM,Cambodia
IDA,IDA total,CMR,Cameroon
IDA,IDA total,CAF,Central African Republic
IDA,IDA total,TCD,Chad
IDA,IDA total,COM,Comoros
IDA,IDA total,ZAR,"Congo, Dem. Rep."
IDA,IDA total,COG,"Congo, Rep."
IDA,IDA total,CIV,Cote d'Ivoire
IDA,IDA total,DJI,Djibouti
IDA,IDA total,DMA,Dominica
IDA,IDA total,ERI,Eritrea
IDA,IDA total,ETH,Ethiopia
IDA,IDA total,GMB,"Gambia, The"
IDA,IDA total,GHA,Ghana
IDA,IDA total,GRD,Grenada
IDA,IDA total,GIN,Guinea
IDA,IDA total,GNB,Guinea-Bissau
IDA,IDA total,GUY,Guyana
IDA,IDA total,HTI,Haiti
IDA,IDA total,HND,Honduras
IDA,IDA total,KEN,Kenya
IDA,IDA total,KIR,Kiribati
IDA,IDA total,KSV,Kosovo
IDA,IDA total,KGZ,Kyrgyz Republic
IDA,IDA total,LAO,Lao PDR
IDA,IDA total,LSO,Lesotho
IDA,IDA total,LBR,Liberia
IDA,IDA total,MDG,Madagascar
IDA,IDA total,MWI,Malawi
IDA,IDA total,MDV,Maldives
IDA,IDA total,MLI,Mali
IDA,IDA total,MHL,Marshall Islands
IDA,IDA total,MRT,Mauritania
IDA,IDA total,FSM,"Micronesia, Fed. Sts."
IDA,IDA total,MDA,Moldova
IDA,IDA total,MNG,Mongolia
IDA,IDA total,MOZ,Mozambique
IDA,IDA total,MMR,Myanmar
IDA,IDA total,NPL,Nepal
IDA,IDA total,NIC,Nicaragua
IDA,IDA total,NER,Niger
IDA,IDA total,NGA,Nigeria
IDA,IDA total,PAK,Pakistan
IDA,IDA total,PNG,Papua New Guinea
IDA,IDA total,RWA,Rwanda
IDA,IDA total,WSM,Samoa
IDA,IDA total,STP,Sao Tome and Principe
IDA,IDA total,SEN,Senegal
IDA,IDA total,SLE,Sierra Leone
IDA,IDA total,SLB,Solomon Islands
IDA,IDA total,SOM,Somalia
IDA,IDA total,SSD,South Sudan
IDA,IDA total,LKA,Sri Lanka
IDA,IDA total,LCA,St. Lucia
IDA,IDA total,VCT,St. Vincent and the Grenadines
IDA,IDA total,SDN,Sudan
IDA,IDA total,TJK,Tajikistan
IDA,IDA total,TZA,Tanzania
IDA,IDA total,TMP,Timor-Leste
IDA,IDA total,TGO,Togo
IDA,IDA total,TON,Tonga
IDA,IDA total,TUV,Tuvalu
IDA,IDA total,UGA,Uganda
IDA,IDA total,UZB,Uzbekistan
IDA,IDA total,VUT,Vanuatu
IDA,IDA total,VNM,Vietnam
IDA,IDA total,YEM,"Yemen, Rep."
IDA,IDA total,ZMB,Zambia
IDA,IDA total,ZWE,Zimbabwe
LCN,Latin America & Caribbean (all income levels),ATG,Antigua and Barbuda
LCN,Latin America & Caribbean (all income levels),ARG,Argentina
LCN,Latin America & Caribbean (all income levels),ABW,Aruba
LCN,Latin America & Caribbean (all income levels),BHS,"Bahamas, The"
LCN,Latin America & Caribbean (all income levels),BRB,Barbados
LCN,Latin America & Caribbean (all income levels),BLZ,Belize
LCN,Latin America & Caribbean (all income levels),BOL,Bolivia
LCN,Latin America & Caribbean (all income levels),BRA,Brazil
LCN,Latin America & Caribbean (all income levels),CYM,Cayman Islands
LCN,Latin America & Caribbean (all income levels),CHL,Chile
LCN,Latin America & Caribbean (all income levels),COL,Colombia
LCN,Latin America & Caribbean (all income levels),CRI,Costa Rica
LCN,Latin America & Caribbean (all income levels),CUB,Cuba
LCN,Latin America & Caribbean (all income levels),CUW,Curacao
LCN,Latin America & Caribbean (all income levels),DMA,Dominica
LCN,Latin America & Caribbean (all income levels),DOM,Dominican Republic
LCN,Latin America & Caribbean (all income levels),ECU,Ecuador
LCN,Latin America & Caribbean (all income levels),SLV,El Salvador
LCN,Latin America & Caribbean (all income levels),GRD,Grenada
LCN,Latin America & Caribbean (all income levels),GTM,Guatemala
LCN,Latin America & Caribbean (all income levels),GUY,Guyana
LCN,Latin America & Caribbean (all income levels),HTI,Haiti
LCN,Latin America & Caribbean (all income levels),HND,Honduras
LCN,Latin America & Caribbean (all income levels),JAM,Jamaica
LCN,Latin America & Caribbean (all income levels),MEX,Mexico
LCN,Latin America & Caribbean (all income levels),NIC,Nicaragua
LCN,Latin America & Caribbean (all income levels),PAN,Panama
LCN,Latin America & Caribbean (all income levels),PRY,Paraguay
LCN,Latin America & Caribbean (all income levels),PER,Peru
LCN,Latin America & Caribbean (all income levels),PRI,Puerto Rico
LCN,Latin America & Caribbean (all income levels),SXM,Sint Maarten (Dutch part)
LCN,Latin America & Caribbean (all income levels),KNA,St. Kitts and Nevis
LCN,Latin America & Caribbean (all income levels),LCA,St. Lucia
LCN,Latin America & Caribbean (all income levels),MAF,St. Martin (French part)
LCN,Latin America & Caribbean (all income levels),VCT,St. Vincent and the Grenadines
LCN,Latin America & Caribbean (all income levels),SUR,Suriname
LCN,Latin America & Caribbean (all income levels),TTO,Trinidad and Tobago
LCN,Latin America & Caribbean (all income levels),TCA,Turks and Caicos Islands
LCN,Latin America & Caribbean (all income levels),URY,Uruguay
LCN,Latin America & Caribbean (all income levels),VEN,"Venezuela, RB"
LCN,Latin America & Caribbean (all income levels),VIR,Virgin Islands (U.S.)
LAC,Latin America & Caribbean (developing only),BLZ,Belize
LAC,Latin America & Caribbean (developing only),BOL,Bolivia
LAC,Latin America & Caribbean (developing only),BRA,Brazil
LAC,Latin America & Caribbean (developing only),COL,Colombia
LAC,Latin America & Caribbean (developing only),CRI,Costa Rica
LAC,Latin America & Caribbean (developing only),CUB,Cuba
LAC,Latin America & Caribbean (developing only),DMA,Dominica
LAC,Latin America & Caribbean (developing only),DOM,Dominican Republic
LAC,Latin America & Caribbean (developing only),ECU,Ecuador
LAC,Latin America & Caribbean (developing only),SLV,El Salvador
LAC,Latin America & Caribbean (developing only),GRD,Grenada
LAC,Latin America & Caribbean (developing only),GTM,Guatemala
LAC,Latin America & Caribbean (developing only),GUY,Guyana
LAC,Latin America & Caribbean (developing only),HTI,Haiti
LAC,Latin America & Caribbean (developing only),HND,Honduras
LAC,Latin America & Caribbean (developing only),JAM,Jamaica
LAC,Latin America & Caribbean (developing only),MEX,Mexico
LAC,Latin America & Caribbean (developing only),NIC,Nicaragua
LAC,Latin America & Caribbean (developing only),PAN,Panama
LAC,Latin America & Caribbean (developing only),PRY,Paraguay
LAC,Latin America & Caribbean (developing only),PER,Peru
LAC,Latin America & Caribbean (developing only),LCA,St. Lucia
LAC,Latin America & Caribbean (developing only),VCT,St. Vincent and the Grenadines
LAC,Latin America & Caribbean (developing only),SUR,Suriname
LDC,Least developed countries: UN classification,AFG,Afghanistan
LDC,Least developed countries: UN classification,AGO,Angola
LDC,Least developed countries: UN classification,BGD,Bangladesh
LDC,Least developed countries: UN classification,BEN,Benin
LDC,Least developed countries: UN classification,BTN,Bhutan
LDC,Least developed countries: UN classification,BFA,Burkina Faso
LDC,Least developed countries: UN classification,BDI,Burundi
LDC,Least developed countries: UN classification,KHM,Cambodia
LDC,Least developed countries: UN classification,CAF,Central African Republic
LDC,Least developed countries: UN classification,TCD,Chad
LDC,Least developed countries: UN classification,COM,Comoros
LDC,Least developed countries: UN classification,ZAR,"Congo, Dem. Rep."
LDC,Least developed countries: UN classification,DJI,Djibouti
LDC,Least developed countries: UN classification,GNQ,Equatorial Guinea
LDC,Least developed countries: UN classification,ERI,Eritrea
LDC,Least developed countries: UN classification,ETH,Ethiopia
LDC,Least developed countries: UN classification,GMB,"Gambia, The"
LDC,Least developed countries: UN classification,GIN,Guinea
LDC,Least developed countries: UN classification,GNB,Guinea-Bissau
LDC,Least developed countries: UN classification,HTI,Haiti
LDC,Least developed countries: UN classification,KIR,Kiribati
LDC,Least developed countries: UN classification,LAO,Lao PDR
LDC,Least developed countries: UN classification,LSO,Lesotho
LDC,Least developed countries: UN classification,LBR,Liberia
LDC,Least developed countries: UN classification,MDG,Madagascar
LDC,Least developed countries: UN classification,MWI,Malawi
LDC,Least developed countries: UN classification,MLI,Mali
LDC,Least developed countries: UN classification,MRT,Mauritania
LDC,Least developed countries: UN classification,MOZ,Mozambique
LDC,Least developed countries: UN classification,MMR,Myanmar
LDC,Least developed countries: UN classification,NPL,Nepal
LDC,Least developed countries: UN classification,NER,Niger
LDC,Least developed countries: UN classification,RWA,Rwanda
LDC,Least developed countries: UN classification,STP,Sao Tome and Principe
LDC,Least developed countries: UN classification,SEN,Senegal
LDC,Least developed countries: UN classification,SLE,Sierra Leone
LDC,Least developed countries: UN classification,SLB,Solomon Islands
LDC,Least developed countries: UN classification,SOM,Somalia
LDC,Least developed countries: UN classification,SSD,South Sudan
LDC,Least developed countries: UN classification,SDN,Sudan
LDC,Least developed countries: UN classification,TZA,Tanzania
LDC,Least developed countries: UN classification,TMP,Timor-Leste
LDC,Least developed countries: UN classification,TGO,Togo
LDC,Least developed countries: UN classification,TUV,Tuvalu
LDC,Least developed countries: UN classification,UGA,Uganda
LDC,Least developed countries: UN classification,VUT,Vanuatu
LDC,Least developed countries: UN classification,YEM,"Yemen, Rep."
LDC,Least developed countries: UN classification,ZMB,Zambia
LMY,Low & middle income,AFG,Afghanistan
LMY,Low & middle income,ALB,Albania
LMY,Low & middle income,DZA,Algeria
LMY,Low & middle income,ASM,American Samoa
LMY,Low & middle income,AGO,Angola
LMY,Low & middle income,ARM,Armenia
LMY,Low & middle income,AZE,Azerbaijan
LMY,Low & middle income,BGD,Bangladesh
LMY,Low & middle income,BLR,Belarus
LMY,Low & middle income,BLZ,Belize
LMY,Low & middle income,BEN,Benin
LMY,Low & middle income,BTN,Bhutan
LMY,Low & middle income,BOL,Bolivia
LMY,Low & middle income,BIH,Bosnia and Herzegovina
LMY,Low & middle income,BWA,Botswana
LMY,Low & middle income,BRA,Brazil
LMY,Low & middle income,BGR,Bulgaria
LMY,Low & middle income,BFA,Burkina Faso
LMY,Low & middle income,BDI,Burundi
LMY,Low & middle income,CPV,Cabo Verde
LMY,Low & middle income,KHM,Cambodia
LMY,Low & middle income,CMR,Cameroon
LMY,Low & middle income,CAF,Central African Republic
LMY,Low & middle income,TCD,Chad
LMY,Low & middle income,CHN,China
LMY,Low & middle income,COL,Colombia
LMY,Low & middle income,COM,Comoros
LMY,Low & middle income,ZAR,"Congo, Dem. Rep."
LMY,Low & middle income,COG,"Congo, Rep."
LMY,Low & middle income,CRI,Costa Rica
LMY,Low & middle income,CIV,Cote d'Ivoire
LMY,Low & middle income,CUB,Cuba
LMY,Low & middle income,DJI,Djibouti
LMY,Low & middle income,DMA,Dominica
LMY,Low & middle income,DOM,Dominican Republic
LMY,Low & middle income,ECU,Ecuador
LMY,Low & middle income,EGY,"Egypt, Arab Rep."
LMY,Low & middle income,SLV,El Salvador
LMY,Low & middle income,ERI,Eritrea
LMY,Low & middle income,ETH,Ethiopia
LMY,Low & middle income,FJI,Fiji
LMY,Low & middle income,GAB,Gabon
LMY,Low & middle income,GMB,"Gambia, The"
LMY,Low & middle income,GEO,Georgia
LMY,Low & middle income,GHA,Ghana
LMY,Low & middle income,GRD,Grenada
LMY,Low & middle income,GTM,Guatemala
LMY,Low & middle income,GIN,Guinea
LMY,Low & middle income,GNB,Guinea-Bissau
LMY,Low & middle income,GUY,Guyana
LMY,Low & middle income,HTI,Haiti
LMY,Low & middle income,HND,Honduras
LMY,Low & middle income,IND,India
LMY,Low & middle income,IDN,Indonesia
LMY,Low & middle income,IRN,"Iran, Islamic Rep."
LMY,Low & middle income,IRQ,Iraq
LMY,Low & middle income,JAM,Jamaica
LMY,Low & middle income,JOR,Jordan
LMY,Low & middle income,KAZ,Kazakhstan
LMY,Low & middle income,KEN,Kenya
LMY,Low & middle income,KIR,Kiribati
LMY,Low & middle income,PRK,"Korea, Dem. People's Rep."
LMY,Low & middle income,KSV,Kosovo
LMY,Low & middle income,KGZ,Kyrgyz Republic
LMY,Low & middle income,LAO,Lao PDR
LMY,Low & middle income,LBN,Lebanon
LMY,Low & middle income,LSO,Lesotho
LMY,Low & middle income,LBR,Liberia
LMY,Low & middle income,LBY,Libya
LMY,Low & middle income,MKD,"Macedonia, FYR"
LMY,Low & middle income,MDG,Madagascar
LMY,Low & middle income,MWI,Malawi
LMY,Low & middle income,MYS,Malaysia
LMY,Low & middle income,MDV,Maldives
LMY,Low & middle income,MLI,Mali
LMY,Low & middle income,MHL,Marshall Islands
LMY,Low & middle income,MRT,Mauritania
LMY,Low & middle income,MUS,Mauritius
LMY,Low & middle income,MEX,Mexico
LMY,Low & middle income,FSM,"Micronesia, Fed. Sts."
LMY,Low & middle income,MDA,Moldova
LMY,Low & middle income,MNG,Mongolia
LMY,Low & middle income,MNE,Montenegro
LMY,Low & middle income,MAR,Morocco
LMY,Low & middle income,MOZ,Mozambique
LMY,Low & middle income,MMR,Myanmar
LMY,Low & middle income,NAM,Namibia
LMY,Low & middle income,NPL,Nepal
LMY,Low & middle income,NIC,Nicaragua
LMY,Low & middle income,NER,Niger
LMY,Low & middle income,NGA,Nigeria
LMY,Low & middle income,PAK,Pakistan
LMY,Low & middle income,PLW,Palau
LMY,Low & middle income,PAN,Panama
LMY,Low & middle income,PNG,Papua New Guinea
LMY,Low & middle income,PRY,Paraguay
LMY,Low & middle income,PER,Peru
LMY,Low & middle income,PHL,Philippines
LMY,Low & middle income,ROM,Romania
LMY,Low & middle income,RWA,Rwanda
LMY,Low & middle income,WSM,Samoa
LMY,Low & middle income,STP,Sao Tome and Principe
LMY,Low & middle income,SEN,Senegal
LMY,Low & middle income,SRB,Serbia
LMY,Low & middle income,SLE,Sierra Leone
LMY,Low & middle income,SLB,Solomon Islands
LMY,Low & middle income,SOM,Somalia
LMY,Low & middle income,ZAF,South Africa
LMY,Low & middle income,SSD,South Sudan
LMY,Low & middle income,LKA,Sri Lanka
LMY,Low & middle income,LCA,St. Lucia
LMY,Low & middle income,VCT,St. Vincent and the Grenadines
LMY,Low & middle income,SDN,Sudan
LMY,Low & middle income,SUR,Suriname
LMY,Low & middle income,SWZ,Swaziland
LMY,Low & middle income,SYR,Syrian Arab Republic
LMY,Low & middle income,TJK,Tajikistan
LMY,Low & middle income,TZA,Tanzania
LMY,Low & middle income,THA,Thailand
LMY,Low & middle income,TMP,Timor-Leste
LMY,Low & middle income,TGO,Togo
LMY,Low & middle income,TON,Tonga
LMY,Low & middle income,TUN,Tunisia
LMY,Low & middle income,TUR,Turkey
LMY,Low & middle income,TKM,Turkmenistan
LMY,Low & middle income,TUV,Tuvalu
LMY,Low & middle income,UGA,Uganda
LMY,Low & middle income,UKR,Ukraine
LMY,Low & middle income,UZB,Uzbekistan
LMY,Low & middle income,VUT,Vanuatu
LMY,Low & middle income,VNM,Vietnam
LMY,Low & middle income,WBG,West Bank and Gaza
LMY,Low & middle income,YEM,"Yemen, Rep."
LMY,Low & middle income,ZMB,Zambia
LMY,Low & middle income,ZWE,Zimbabwe
LIC,Low income,AFG,Afghanistan
LIC,Low income,BEN,Benin
LIC,Low income,BFA,Burkina Faso
LIC,Low income,BDI,Burundi
LIC,Low income,KHM,Cambodia
LIC,Low income,CAF,Central African Republic
LIC,Low income,TCD,Chad
LIC,Low income,COM,Comoros
LIC,Low income,ZAR,"Congo, Dem. Rep."
LIC,Low income,ERI,Eritrea
LIC,Low income,ETH,Ethiopia
LIC,Low income,GMB,"Gambia, The"
LIC,Low income,GIN,Guinea
LIC,Low income,GNB,Guinea-Bissau
LIC,Low income,HTI,Haiti
LIC,Low income,PRK,"Korea, Dem. People's Rep."
LIC,Low income,LBR,Liberia
LIC,Low income,MDG,Madagascar
LIC,Low income,MWI,Malawi
LIC,Low income,MLI,Mali
LIC,Low income,MOZ,Mozambique
LIC,Low income,NPL,Nepal
LIC,Low income,NER,Niger
LIC,Low income,RWA,Rwanda
LIC,Low income,SLE,Sierra Leone
LIC,Low income,SOM,Somalia
LIC,Low income,SSD,South Sudan
LIC,Low income,TZA,Tanzania
LIC,Low income,TGO,Togo
LIC,Low income,UGA,Uganda
LIC,Low income,ZWE,Zimbabwe
LMC,Lower middle income,ARM,Armenia
LMC,Lower middle income,BGD,Bangladesh
LMC,Lower middle income,BTN,Bhutan
LMC,Lower middle income,BOL,Bolivia
LMC,Lower middle income,CPV,Cabo Verde
LMC,Lower middle income,CMR,Cameroon
LMC,Lower middle income,COG,"Congo, Rep."
LMC,Lower middle income,CIV,Cote d'Ivoire
LMC,Lower middle income,DJI,Djibouti
LMC,Lower middle income,EGY,"Egypt, Arab Rep."
LMC,Lower middle income,SLV,El Salvador
LMC,Lower middle income,GEO,Georgia
LMC,Lower middle income,GHA,Ghana
LMC,Lower middle income,GTM,Guatemala
LMC,Lower middle income,GUY,Guyana
LMC,Lower middle income,HND,Honduras
LMC,Lower middle income,IND,India
LMC,Lower middle income,IDN,Indonesia
LMC,Lower middle income,KEN,Kenya
LMC,Lower middle income,KIR,Kiribati
LMC,Lower middle income,KSV,Kosovo
LMC,Lower middle income,KGZ,Kyrgyz Republic
LMC,Lower middle income,LAO,Lao PDR
LMC,Lower middle income,LSO,Lesotho
LMC,Lower middle income,MRT,Mauritania
LMC,Lower middle income,FSM,"Micronesia, Fed. Sts."
LMC,Lower middle income,MDA,Moldova
LMC,Lower middle income,MAR,Morocco
LMC,Lower middle income,MMR,Myanmar
LMC,Lower middle income,NIC,Nicaragua
LMC,Lower middle income,NGA,Nigeria
LMC,Lower middle income,PAK,Pakistan
LMC,Lower middle income,PNG,Papua New Guinea
LMC,Lower middle income,PHL,Philippines
LMC,Lower middle income,WSM,Samoa
LMC,Lower middle income,STP,Sao Tome and Principe
LMC,Lower middle income,SEN,Senegal
LMC,Lower middle income,SLB,Solomon Islands
LMC,Lower middle income,LKA,Sri Lanka
LMC,Lower middle income,SDN,Sudan
LMC,Lower middle income,SWZ,Swaziland
LMC,Lower middle income,SYR,Syrian Arab Republic
LMC,Lower middle income,TJK,Tajikistan
LMC,Lower middle income,TMP,Timor-Leste
LMC,Lower middle income,UKR,Ukraine
LMC,Lower middle income,UZB,Uzbekistan
LMC,Lower middle income,VUT,Vanuatu
LMC,Lower middle income,VNM,Vietnam
LMC,Lower middle income,WBG,West Bank and Gaza
LMC,Lower middle income,YEM,"Yemen, Rep."
LMC,Lower middle income,ZMB,Zambia
MEA,Middle East & North Africa (all income levels),DZA,Algeria
MEA,Middle East & North Africa (all income levels),BHR,Bahrain
MEA,Middle East & North Africa (all income levels),DJI,Djibouti
MEA,Middle East & North Africa (all income levels),EGY,"Egypt, Arab Rep."
MEA,Middle East & North Africa (all income levels),IRN,"Iran, Islamic Rep."
